Layout Name,Algorithm,Nodes Expanded,Path Cost
bigMaze_579,astar,"2",2
bigMaze_579,ucs,"5",2
bigMaze_579,mm,"2",2
bigMaze_579,mm0,"2",2
bigMaze_58,dfs,"275",116
bigMaze_58,bfs,"588",116
bigMaze_58,astar,"455",116
bigMaze_58,ucs,"588",116
bigMaze_58,mm,"454",116
bigMaze_58,mm0,"454",116
bigMaze_580,dfs,"3",3
bigMaze_580,bfs,"10",3
bigMaze_580,astar,"3",3
bigMaze_580,ucs,"10",3
bigMaze_580,mm,"3",3
bigMaze_580,mm0,"4",3
bigMaze_581,dfs,"4",4
bigMaze_581,bfs,"12",4
bigMaze_581,astar,"6",4
bigMaze_581,ucs,"12",4
bigMaze_581,mm,"6",4
bigMaze_581,mm0,"6",4
bigMaze_582,dfs,"620",58
bigMaze_582,bfs,"177",58
bigMaze_582,astar,"103",58
bigMaze_582,ucs,"177",58
bigMaze_582,mm,"111",58
bigMaze_582,mm0,"111",58
bigMaze_583,dfs,"622",57
bigMaze_583,bfs,"177",57
bigMaze_583,astar,"103",57
bigMaze_583,ucs,"177",57
bigMaze_583,mm,"113",57
bigMaze_583,mm0,"113",57
bigMaze_584,dfs,"622",56
bigMaze_584,bfs,"177",56
bigMaze_584,astar,"103",56
bigMaze_584,ucs,"177",56
bigMaze_584,mm,"111",56
bigMaze_584,mm0,"111",56
bigMaze_585,dfs,"622",50
bigMaze_585,bfs,"177",50
bigMaze_585,astar,"103",50
bigMaze_585,ucs,"177",50
bigMaze_585,mm,"108",50
bigMaze_585,mm0,"110",50
bigMaze_586,dfs,"624",49
bigMaze_586,bfs,"177",49
bigMaze_586,astar,"103",49
bigMaze_586,ucs,"177",49
bigMaze_586,mm,"109",49
bigMaze_586,mm0,"110",49
bigMaze_587,dfs,"624",48
bigMaze_587,bfs,"177",48
bigMaze_587,astar,"103",48
bigMaze_587,ucs,"177",48
bigMaze_587,mm,"107",48
bigMaze_587,mm0,"109",48
bigMaze_588,dfs,"450",186
bigMaze_588,bfs,"620",186
bigMaze_588,astar,"549",186
bigMaze_588,ucs,"620",186
bigMaze_588,mm,"591",186
bigMaze_588,mm0,"591",186
bigMaze_589,dfs,"452",185
bigMaze_589,bfs,"620",185
bigMaze_589,astar,"549",185
bigMaze_589,ucs,"620",185
bigMaze_589,mm,"594",185
bigMaze_589,mm0,"594",185
bigMaze_59,dfs,"272",117
bigMaze_59,bfs,"588",117
bigMaze_59,astar,"455",117
bigMaze_59,ucs,"588",117
bigMaze_59,mm,"458",117
bigMaze_59,mm0,"454",117
bigMaze_590,dfs,"452",184
bigMaze_590,bfs,"620",184
bigMaze_590,astar,"549",184
bigMaze_590,ucs,"620",184
bigMaze_590,mm,"593",184
bigMaze_590,mm0,"593",184
bigMaze_591,dfs,"361",185
bigMaze_591,bfs,"620",185
bigMaze_591,astar,"549",185
bigMaze_591,ucs,"620",185
bigMaze_591,mm,"594",185
bigMaze_591,mm0,"594",185
bigMaze_592,dfs,"362",186
bigMaze_592,bfs,"620",186
bigMaze_592,astar,"549",186
bigMaze_592,ucs,"620",186
bigMaze_592,mm,"591",186
bigMaze_592,mm0,"591",186
bigMaze_593,dfs,"363",187
bigMaze_593,bfs,"620",187
bigMaze_593,astar,"549",187
bigMaze_593,ucs,"620",187
bigMaze_593,mm,"592",187
bigMaze_593,mm0,"592",187
bigMaze_594,dfs,"364",188
bigMaze_594,bfs,"620",188
bigMaze_594,astar,"549",188
bigMaze_594,ucs,"620",188
bigMaze_594,mm,"587",188
bigMaze_594,mm0,"587",188
bigMaze_595,dfs,"365",189
bigMaze_595,bfs,"620",189
bigMaze_595,astar,"549",189
bigMaze_595,ucs,"620",189
bigMaze_595,mm,"589",189
bigMaze_595,mm0,"589",189
bigMaze_596,dfs,"366",190
bigMaze_596,bfs,"620",190
bigMaze_596,astar,"549",190
bigMaze_596,ucs,"620",190
bigMaze_596,mm,"584",190
bigMaze_596,mm0,"584",190
bigMaze_597,dfs,"367",191
bigMaze_597,bfs,"620",191
bigMaze_597,astar,"549",191
bigMaze_597,ucs,"620",191
bigMaze_597,mm,"586",191
bigMaze_597,mm0,"586",191
bigMaze_598,dfs,"368",192
bigMaze_598,bfs,"620",192
bigMaze_598,astar,"549",192
bigMaze_598,ucs,"620",192
bigMaze_598,mm,"583",192
bigMaze_598,mm0,"583",192
bigMaze_599,dfs,"369",193
bigMaze_599,bfs,"620",193
bigMaze_599,astar,"549",193
bigMaze_599,ucs,"620",193
bigMaze_599,mm,"584",193
bigMaze_599,mm0,"584",193
bigMaze_6,dfs,"628",56
bigMaze_6,bfs,"224",56
bigMaze_6,astar,"104",56
bigMaze_6,ucs,"224",56
bigMaze_6,mm,"107",56
bigMaze_6,mm0,"113",56
bigMaze_60,dfs,"273",118
bigMaze_60,bfs,"588",118
bigMaze_60,astar,"455",118
bigMaze_60,ucs,"588",118
bigMaze_60,mm,"454",118
bigMaze_60,mm0,"454",118
bigMaze_600,dfs,"370",194
bigMaze_600,bfs,"620",194
bigMaze_600,astar,"549",194
bigMaze_600,ucs,"620",194
bigMaze_600,mm,"581",194
bigMaze_600,mm0,"581",194
bigMaze_601,dfs,"371",195
bigMaze_601,bfs,"620",195
bigMaze_601,astar,"549",195
bigMaze_601,ucs,"620",195
bigMaze_601,mm,"582",195
bigMaze_601,mm0,"582",195
bigMaze_602,dfs,"372",196
bigMaze_602,bfs,"620",196
bigMaze_602,astar,"549",196
bigMaze_602,ucs,"620",196
bigMaze_602,mm,"582",196
bigMaze_602,mm0,"582",196
bigMaze_603,dfs,"373",197
bigMaze_603,bfs,"620",197
bigMaze_603,astar,"549",197
bigMaze_603,ucs,"620",197
bigMaze_603,mm,"583",197
bigMaze_603,mm0,"583",197
bigMaze_604,dfs,"374",198
bigMaze_604,bfs,"620",198
bigMaze_604,astar,"549",198
bigMaze_604,ucs,"620",198
bigMaze_604,mm,"583",198
bigMaze_604,mm0,"583",198
bigMaze_605,dfs,"398",204
bigMaze_605,bfs,"620",204
bigMaze_605,astar,"549",204
bigMaze_605,ucs,"620",204
bigMaze_605,mm,"596",204
bigMaze_605,mm0,"596",204
bigMaze_606,dfs,"383",205
bigMaze_606,bfs,"620",205
bigMaze_606,astar,"549",205
bigMaze_606,ucs,"620",205
bigMaze_606,mm,"597",205
bigMaze_606,mm0,"597",205
bigMaze_607,dfs,"384",206
bigMaze_607,bfs,"620",206
bigMaze_607,astar,"549",206
bigMaze_607,ucs,"620",206
bigMaze_607,mm,"601",206
bigMaze_607,mm0,"601",206
bigMaze_608,dfs,"385",207
bigMaze_608,bfs,"620",207
bigMaze_608,astar,"549",207
bigMaze_608,ucs,"620",207
bigMaze_608,mm,"602",207
bigMaze_608,mm0,"602",207
bigMaze_609,dfs,"386",208
bigMaze_609,bfs,"620",208
bigMaze_609,astar,"549",208
bigMaze_609,ucs,"620",208
bigMaze_609,mm,"603",208
bigMaze_609,mm0,"603",208
bigMaze_61,dfs,"274",119
bigMaze_61,bfs,"588",119
bigMaze_61,astar,"455",119
bigMaze_61,ucs,"588",119
bigMaze_61,mm,"457",119
bigMaze_61,mm0,"455",119
bigMaze_610,dfs,"1",1
bigMaze_610,bfs,"2",1
bigMaze_610,astar,"1",1
bigMaze_610,ucs,"2",1
bigMaze_610,mm,"1",1
bigMaze_610,mm0,"1",1
bigMaze_611,dfs,"6",5
bigMaze_611,bfs,"12",5
bigMaze_611,astar,"6",5
bigMaze_611,ucs,"12",5
bigMaze_611,mm,"6",5
bigMaze_611,mm0,"7",5
bigMaze_612,dfs,"622",59
bigMaze_612,bfs,"177",59
bigMaze_612,astar,"103",59
bigMaze_612,ucs,"177",59
bigMaze_612,mm,"112",59
bigMaze_612,mm0,"112",59
bigMaze_613,dfs,"617",55
bigMaze_613,bfs,"177",55
bigMaze_613,astar,"103",55
bigMaze_613,ucs,"177",55
bigMaze_613,mm,"112",55
bigMaze_613,mm0,"113",55
bigMaze_614,dfs,"624",49
bigMaze_614,bfs,"177",49
bigMaze_614,astar,"103",49
bigMaze_614,ucs,"177",49
bigMaze_614,mm,"109",49
bigMaze_614,mm0,"110",49
bigMaze_615,dfs,"452",185
bigMaze_615,bfs,"620",185
bigMaze_615,astar,"549",185
bigMaze_615,ucs,"620",185
bigMaze_615,mm,"594",185
bigMaze_615,mm0,"594",185
bigMaze_616,dfs,"376",193
bigMaze_616,bfs,"620",193
bigMaze_616,astar,"549",193
bigMaze_616,ucs,"620",193
bigMaze_616,mm,"584",193
bigMaze_616,mm0,"584",193
bigMaze_617,dfs,"376",197
bigMaze_617,bfs,"620",197
bigMaze_617,astar,"549",197
bigMaze_617,ucs,"620",197
bigMaze_617,mm,"583",197
bigMaze_617,mm0,"583",197
bigMaze_618,dfs,"398",205
bigMaze_618,bfs,"620",205
bigMaze_618,astar,"549",205
bigMaze_618,ucs,"620",205
bigMaze_618,mm,"597",205
bigMaze_618,mm0,"597",205
bigMaze_619,dfs,"390",209
bigMaze_619,bfs,"620",209
bigMaze_619,astar,"549",209
bigMaze_619,ucs,"620",209
bigMaze_619,mm,"604",209
bigMaze_619,mm0,"604",209
bigMaze_62,dfs,"275",120
bigMaze_62,bfs,"588",120
bigMaze_62,astar,"455",120
bigMaze_62,ucs,"588",120
bigMaze_62,mm,"454",120
bigMaze_62,mm0,"454",120
bigMaze_620,dfs,"6",6
bigMaze_620,bfs,"12",6
bigMaze_620,astar,"6",6
bigMaze_620,ucs,"12",6
bigMaze_620,mm,"6",6
bigMaze_620,mm0,"6",6
bigMaze_621,dfs,"622",60
bigMaze_621,bfs,"177",60
bigMaze_621,astar,"103",60
bigMaze_621,ucs,"177",60
bigMaze_621,mm,"111",60
bigMaze_621,mm0,"111",60
bigMaze_622,dfs,"616",54
bigMaze_622,bfs,"177",54
bigMaze_622,astar,"103",54
bigMaze_622,ucs,"177",54
bigMaze_622,mm,"112",54
bigMaze_622,mm0,"111",54
bigMaze_623,dfs,"624",53
bigMaze_623,bfs,"177",53
bigMaze_623,astar,"103",53
bigMaze_623,ucs,"177",53
bigMaze_623,mm,"113",53
bigMaze_623,mm0,"112",53
bigMaze_624,dfs,"624",52
bigMaze_624,bfs,"177",52
bigMaze_624,astar,"103",52
bigMaze_624,ucs,"177",52
bigMaze_624,mm,"110",52
bigMaze_624,mm0,"110",52
bigMaze_625,dfs,"624",51
bigMaze_625,bfs,"177",51
bigMaze_625,astar,"103",51
bigMaze_625,ucs,"177",51
bigMaze_625,mm,"111",51
bigMaze_625,mm0,"111",51
bigMaze_626,dfs,"624",50
bigMaze_626,bfs,"177",50
bigMaze_626,astar,"103",50
bigMaze_626,ucs,"177",50
bigMaze_626,mm,"108",50
bigMaze_626,mm0,"110",50
bigMaze_627,dfs,"623",51
bigMaze_627,bfs,"177",51
bigMaze_627,astar,"103",51
bigMaze_627,ucs,"177",51
bigMaze_627,mm,"111",51
bigMaze_627,mm0,"111",51
bigMaze_628,dfs,"624",52
bigMaze_628,bfs,"177",52
bigMaze_628,astar,"103",52
bigMaze_628,ucs,"177",52
bigMaze_628,mm,"110",52
bigMaze_628,mm0,"110",52
bigMaze_629,dfs,"452",186
bigMaze_629,bfs,"620",186
bigMaze_629,astar,"549",186
bigMaze_629,ucs,"620",186
bigMaze_629,mm,"591",186
bigMaze_629,mm0,"591",186
bigMaze_63,dfs,"269",126
bigMaze_63,bfs,"620",126
bigMaze_63,astar,"521",126
bigMaze_63,ucs,"620",126
bigMaze_63,mm,"526",126
bigMaze_63,mm0,"526",126
bigMaze_630,dfs,"451",187
bigMaze_630,bfs,"620",187
bigMaze_630,astar,"549",187
bigMaze_630,ucs,"620",187
bigMaze_630,mm,"592",187
bigMaze_630,mm0,"592",187
bigMaze_631,dfs,"452",188
bigMaze_631,bfs,"620",188
bigMaze_631,astar,"549",188
bigMaze_631,ucs,"620",188
bigMaze_631,mm,"587",188
bigMaze_631,mm0,"587",188
bigMaze_632,dfs,"376",198
bigMaze_632,bfs,"620",198
bigMaze_632,astar,"549",198
bigMaze_632,ucs,"620",198
bigMaze_632,mm,"583",198
bigMaze_632,mm0,"583",198
bigMaze_633,dfs,"376",197
bigMaze_633,bfs,"620",197
bigMaze_633,astar,"549",197
bigMaze_633,ucs,"620",197
bigMaze_633,mm,"583",197
bigMaze_633,mm0,"583",197
bigMaze_634,dfs,"376",196
bigMaze_634,bfs,"620",196
bigMaze_634,astar,"549",196
bigMaze_634,ucs,"620",196
bigMaze_634,mm,"582",196
bigMaze_634,mm0,"582",196
bigMaze_635,dfs,"376",195
bigMaze_635,bfs,"620",195
bigMaze_635,astar,"549",195
bigMaze_635,ucs,"620",195
bigMaze_635,mm,"582",195
bigMaze_635,mm0,"582",195
bigMaze_636,dfs,"376",194
bigMaze_636,bfs,"620",194
bigMaze_636,astar,"549",194
bigMaze_636,ucs,"620",194
bigMaze_636,mm,"581",194
bigMaze_636,mm0,"581",194
bigMaze_637,dfs,"375",195
bigMaze_637,bfs,"620",195
bigMaze_637,astar,"549",195
bigMaze_637,ucs,"620",195
bigMaze_637,mm,"582",195
bigMaze_637,mm0,"582",195
bigMaze_638,dfs,"376",196
bigMaze_638,bfs,"620",196
bigMaze_638,astar,"549",196
bigMaze_638,ucs,"620",196
bigMaze_638,mm,"582",196
bigMaze_638,mm0,"582",196
bigMaze_639,dfs,"376",198
bigMaze_639,bfs,"620",198
bigMaze_639,astar,"549",198
bigMaze_639,ucs,"620",198
bigMaze_639,mm,"583",198
bigMaze_639,mm0,"583",198
bigMaze_64,dfs,"279",132
bigMaze_64,bfs,"620",132
bigMaze_64,astar,"547",132
bigMaze_64,ucs,"620",132
bigMaze_64,mm,"542",132
bigMaze_64,mm0,"542",132
bigMaze_640,dfs,"375",199
bigMaze_640,bfs,"620",199
bigMaze_640,astar,"549",199
bigMaze_640,ucs,"620",199
bigMaze_640,mm,"584",199
bigMaze_640,mm0,"584",199
bigMaze_641,dfs,"376",200
bigMaze_641,bfs,"620",200
bigMaze_641,astar,"549",200
bigMaze_641,ucs,"620",200
bigMaze_641,mm,"586",200
bigMaze_641,mm0,"586",200
bigMaze_642,dfs,"398",206
bigMaze_642,bfs,"620",206
bigMaze_642,astar,"549",206
bigMaze_642,ucs,"620",206
bigMaze_642,mm,"601",206
bigMaze_642,mm0,"601",206
bigMaze_643,dfs,"390",212
bigMaze_643,bfs,"620",212
bigMaze_643,astar,"549",212
bigMaze_643,ucs,"620",212
bigMaze_643,mm,"608",212
bigMaze_643,mm0,"608",212
bigMaze_644,dfs,"390",211
bigMaze_644,bfs,"620",211
bigMaze_644,astar,"549",211
bigMaze_644,ucs,"620",211
bigMaze_644,mm,"606",211
bigMaze_644,mm0,"606",211
bigMaze_65,dfs,"276",133
bigMaze_65,bfs,"620",133
bigMaze_65,astar,"547",133
bigMaze_65,ucs,"620",133
bigMaze_65,mm,"540",133
bigMaze_65,mm0,"540",133
bigMaze_66,dfs,"277",134
bigMaze_66,bfs,"620",134
bigMaze_66,astar,"547",134
bigMaze_66,ucs,"620",134
bigMaze_66,mm,"538",134
bigMaze_66,mm0,"538",134
bigMaze_67,dfs,"613",43
bigMaze_67,bfs,"224",43
bigMaze_67,astar,"99",43
bigMaze_67,ucs,"224",43
bigMaze_67,mm,"102",43
bigMaze_67,mm0,"127",43
bigMaze_68,dfs,"150",53
bigMaze_68,bfs,"329",53
bigMaze_68,astar,"126",53
bigMaze_68,ucs,"329",53
bigMaze_68,mm,"130",53
bigMaze_68,mm0,"185",53
bigMaze_69,dfs,"165",59
bigMaze_69,bfs,"369",59
bigMaze_69,astar,"138",59
bigMaze_69,ucs,"369",59
bigMaze_69,mm,"143",59
bigMaze_69,mm0,"193",59
bigMaze_7,dfs,"588",58
bigMaze_7,bfs,"334",58
bigMaze_7,astar,"130",58
bigMaze_7,ucs,"334",58
bigMaze_7,mm,"130",58
bigMaze_7,mm0,"175",58
bigMaze_70,dfs,"169",65
bigMaze_70,bfs,"397",65
bigMaze_70,astar,"202",65
bigMaze_70,ucs,"397",65
bigMaze_70,mm,"196",65
bigMaze_70,mm0,"199",65
bigMaze_71,dfs,"576",71
bigMaze_71,bfs,"424",71
bigMaze_71,astar,"232",71
bigMaze_71,ucs,"424",71
bigMaze_71,mm,"238",71
bigMaze_71,mm0,"234",71
bigMaze_72,dfs,"576",69
bigMaze_72,bfs,"429",69
bigMaze_72,astar,"235",69
bigMaze_72,ucs,"429",69
bigMaze_72,mm,"243",69
bigMaze_72,mm0,"250",69
bigMaze_73,dfs,"270",115
bigMaze_73,bfs,"588",115
bigMaze_73,astar,"455",115
bigMaze_73,ucs,"588",115
bigMaze_73,mm,"458",115
bigMaze_73,mm0,"454",115
bigMaze_74,dfs,"268",125
bigMaze_74,bfs,"620",125
bigMaze_74,astar,"521",125
bigMaze_74,ucs,"620",125
bigMaze_74,mm,"526",125
bigMaze_74,mm0,"528",125
bigMaze_75,dfs,"274",131
bigMaze_75,bfs,"620",131
bigMaze_75,astar,"547",131
bigMaze_75,ucs,"620",131
bigMaze_75,mm,"544",131
bigMaze_75,mm0,"544",131
bigMaze_76,dfs,"632",42
bigMaze_76,bfs,"224",42
bigMaze_76,astar,"86",42
bigMaze_76,ucs,"224",42
bigMaze_76,mm,"90",42
bigMaze_76,mm0,"127",42
bigMaze_77,dfs,"631",43
bigMaze_77,bfs,"224",43
bigMaze_77,astar,"86",43
bigMaze_77,ucs,"224",43
bigMaze_77,mm,"89",43
bigMaze_77,mm0,"124",43
bigMaze_78,dfs,"632",44
bigMaze_78,bfs,"224",44
bigMaze_78,astar,"86",44
bigMaze_78,ucs,"224",44
bigMaze_78,mm,"89",44
bigMaze_78,mm0,"124",44
bigMaze_79,dfs,"612",42
bigMaze_79,bfs,"224",42
bigMaze_79,astar,"98",42
bigMaze_79,ucs,"224",42
bigMaze_79,mm,"98",42
bigMaze_79,mm0,"129",42
bigMaze_8,dfs,"590",56
bigMaze_8,bfs,"334",56
bigMaze_8,astar,"130",56
bigMaze_8,ucs,"334",56
bigMaze_8,mm,"129",56
bigMaze_8,mm0,"181",56
bigMaze_80,dfs,"614",44
bigMaze_80,bfs,"224",44
bigMaze_80,astar,"94",44
bigMaze_80,ucs,"224",44
bigMaze_80,mm,"93",44
bigMaze_80,mm0,"127",44
bigMaze_81,dfs,"145",54
bigMaze_81,bfs,"303",54
bigMaze_81,astar,"118",54
bigMaze_81,ucs,"303",54
bigMaze_81,mm,"119",54
bigMaze_81,mm0,"171",54
bigMaze_82,dfs,"149",52
bigMaze_82,bfs,"323",52
bigMaze_82,astar,"124",52
bigMaze_82,ucs,"323",52
bigMaze_82,mm,"123",52
bigMaze_82,mm0,"181",52
bigMaze_83,dfs,"148",53
bigMaze_83,bfs,"323",53
bigMaze_83,astar,"124",53
bigMaze_83,ucs,"323",53
bigMaze_83,mm,"125",53
bigMaze_83,mm0,"180",53
bigMaze_84,dfs,"149",54
bigMaze_84,bfs,"323",54
bigMaze_84,astar,"124",54
bigMaze_84,ucs,"323",54
bigMaze_84,mm,"122",54
bigMaze_84,mm0,"177",54
bigMaze_85,dfs,"165",60
bigMaze_85,bfs,"369",60
bigMaze_85,astar,"138",60
bigMaze_85,ucs,"369",60
bigMaze_85,mm,"141",60
bigMaze_85,mm0,"189",60
bigMaze_86,dfs,"169",66
bigMaze_86,bfs,"397",66
bigMaze_86,astar,"202",66
bigMaze_86,ucs,"397",66
bigMaze_86,mm,"189",66
bigMaze_86,mm0,"196",66
bigMaze_87,dfs,"576",72
bigMaze_87,bfs,"424",72
bigMaze_87,astar,"232",72
bigMaze_87,ucs,"424",72
bigMaze_87,mm,"233",72
bigMaze_87,mm0,"237",72
bigMaze_88,dfs,"576",70
bigMaze_88,bfs,"433",70
bigMaze_88,astar,"240",70
bigMaze_88,ucs,"433",70
bigMaze_88,mm,"243",70
bigMaze_88,mm0,"258",70
bigMaze_89,dfs,"575",71
bigMaze_89,bfs,"433",71
bigMaze_89,astar,"240",71
bigMaze_89,ucs,"433",71
bigMaze_89,mm,"248",71
bigMaze_89,mm0,"256",71
bigMaze_9,dfs,"582",62
bigMaze_9,bfs,"383",62
bigMaze_9,astar,"160",62
bigMaze_9,ucs,"383",62
bigMaze_9,mm,"142",62
bigMaze_9,mm0,"192",62
bigMaze_90,dfs,"576",72
bigMaze_90,bfs,"433",72
bigMaze_90,astar,"240",72
bigMaze_90,ucs,"433",72
bigMaze_90,mm,"245",72
bigMaze_90,mm0,"259",72
bigMaze_91,dfs,"269",114
bigMaze_91,bfs,"588",114
bigMaze_91,astar,"455",114
bigMaze_91,ucs,"588",114
bigMaze_91,mm,"454",114
bigMaze_91,mm0,"454",114
bigMaze_92,dfs,"267",116
bigMaze_92,bfs,"588",116
bigMaze_92,astar,"455",116
bigMaze_92,ucs,"588",116
bigMaze_92,mm,"454",116
bigMaze_92,mm0,"454",116
bigMaze_93,dfs,"266",117
bigMaze_93,bfs,"588",117
bigMaze_93,astar,"455",117
bigMaze_93,ucs,"588",117
bigMaze_93,mm,"458",117
bigMaze_93,mm0,"454",117
bigMaze_94,dfs,"267",118
bigMaze_94,bfs,"588",118
bigMaze_94,astar,"455",118
bigMaze_94,ucs,"588",118
bigMaze_94,mm,"454",118
bigMaze_94,mm0,"454",118
bigMaze_95,dfs,"267",124
bigMaze_95,bfs,"620",124
bigMaze_95,astar,"521",124
bigMaze_95,ucs,"620",124
bigMaze_95,mm,"526",124
bigMaze_95,mm0,"526",124
bigMaze_96,dfs,"273",130
bigMaze_96,bfs,"620",130
bigMaze_96,astar,"547",130
bigMaze_96,ucs,"620",130
bigMaze_96,mm,"545",130
bigMaze_96,mm0,"545",130
bigMaze_97,dfs,"285",129
bigMaze_97,bfs,"620",129
bigMaze_97,astar,"547",129
bigMaze_97,ucs,"620",129
bigMaze_97,mm,"548",129
bigMaze_97,mm0,"548",129
bigMaze_98,dfs,"285",128
bigMaze_98,bfs,"620",128
bigMaze_98,astar,"547",128
bigMaze_98,ucs,"620",128
bigMaze_98,mm,"548",128
bigMaze_98,mm0,"548",128
bigMaze_99,dfs,"629",41
bigMaze_99,bfs,"224",41
bigMaze_99,astar,"86",41
bigMaze_99,ucs,"224",41
bigMaze_99,mm,"86",41
bigMaze_99,mm0,"127",41
contoursMaze,dfs,"85",85
contoursMaze,bfs,"170",13
contoursMaze,astar,"49",13
contoursMaze,ucs,"170",13
contoursMaze,mm,"41",13
contoursMaze,mm0,"90",13
contoursMaze_0,dfs,"152",152
contoursMaze_0,bfs,"36",8
contoursMaze_0,astar,"8",8
contoursMaze_0,ucs,"36",8
contoursMaze_0,mm,"8",8
contoursMaze_0,mm0,"17",8
contoursMaze_1,dfs,"153",153
contoursMaze_1,bfs,"54",9
contoursMaze_1,astar,"17",9
contoursMaze_1,ucs,"54",9
contoursMaze_1,mm,"15",9
contoursMaze_1,mm0,"24",9
contoursMaze_10,dfs,"162",162
contoursMaze_10,bfs,"170",18
contoursMaze_10,astar,"98",18
contoursMaze_10,ucs,"170",18
contoursMaze_10,mm,"83",18
contoursMaze_10,mm0,"118",18
contoursMaze_100,dfs,"45",45
contoursMaze_100,bfs,"116",9
contoursMaze_100,astar,"27",9
contoursMaze_100,ucs,"116",9
contoursMaze_100,mm,"21",9
contoursMaze_100,mm0,"44",9
contoursMaze_101,dfs,"46",46
contoursMaze_101,bfs,"134",10
contoursMaze_101,astar,"31",10
contoursMaze_101,ucs,"134",10
contoursMaze_101,mm,"25",10
contoursMaze_101,mm0,"52",10
contoursMaze_102,dfs,"47",47
contoursMaze_102,bfs,"152",11
contoursMaze_102,astar,"35",11
contoursMaze_102,ucs,"152",11
contoursMaze_102,mm,"29",11
contoursMaze_102,mm0,"66",11
contoursMaze_103,dfs,"48",48
contoursMaze_103,bfs,"164",12
contoursMaze_103,astar,"39",12
contoursMaze_103,ucs,"164",12
contoursMaze_103,mm,"33",12
contoursMaze_103,mm0,"75",12
contoursMaze_104,dfs,"49",49
contoursMaze_104,bfs,"167",13
contoursMaze_104,astar,"43",13
contoursMaze_104,ucs,"167",13
contoursMaze_104,mm,"37",13
contoursMaze_104,mm0,"90",13
contoursMaze_105,dfs,"50",50
contoursMaze_105,bfs,"167",14
contoursMaze_105,astar,"47",14
contoursMaze_105,ucs,"167",14
contoursMaze_105,mm,"41",14
contoursMaze_105,mm0,"100",14
contoursMaze_106,dfs,"51",51
contoursMaze_106,bfs,"167",15
contoursMaze_106,astar,"51",15
contoursMaze_106,ucs,"167",15
contoursMaze_106,mm,"45",15
contoursMaze_106,mm0,"115",15
contoursMaze_107,dfs,"52",52
contoursMaze_107,bfs,"167",16
contoursMaze_107,astar,"55",16
contoursMaze_107,ucs,"167",16
contoursMaze_107,mm,"49",16
contoursMaze_107,mm0,"122",16
contoursMaze_108,dfs,"53",53
contoursMaze_108,bfs,"167",17
contoursMaze_108,astar,"59",17
contoursMaze_108,ucs,"167",17
contoursMaze_108,mm,"53",17
contoursMaze_108,mm0,"128",17
contoursMaze_109,dfs,"54",54
contoursMaze_109,bfs,"167",18
contoursMaze_109,astar,"63",18
contoursMaze_109,ucs,"167",18
contoursMaze_109,mm,"57",18
contoursMaze_109,mm0,"129",18
contoursMaze_11,dfs,"163",163
contoursMaze_11,bfs,"170",19
contoursMaze_11,astar,"107",19
contoursMaze_11,ucs,"170",19
contoursMaze_11,mm,"91",19
contoursMaze_11,mm0,"127",19
contoursMaze_110,dfs,"55",55
contoursMaze_110,bfs,"167",19
contoursMaze_110,astar,"67",19
contoursMaze_110,ucs,"167",19
contoursMaze_110,mm,"61",19
contoursMaze_110,mm0,"129",19
contoursMaze_111,dfs,"56",56
contoursMaze_111,bfs,"167",20
contoursMaze_111,astar,"71",20
contoursMaze_111,ucs,"167",20
contoursMaze_111,mm,"65",20
contoursMaze_111,mm0,"129",20
contoursMaze_112,dfs,"57",57
contoursMaze_112,bfs,"167",21
contoursMaze_112,astar,"75",21
contoursMaze_112,ucs,"167",21
contoursMaze_112,mm,"69",21
contoursMaze_112,mm0,"129",21
contoursMaze_113,dfs,"38",38
contoursMaze_113,bfs,"6",2
contoursMaze_113,astar,"2",2
contoursMaze_113,ucs,"6",2
contoursMaze_113,mm,"2",2
contoursMaze_113,mm0,"2",2
contoursMaze_114,dfs,"39",39
contoursMaze_114,bfs,"17",3
contoursMaze_114,astar,"5",3
contoursMaze_114,ucs,"17",3
contoursMaze_114,mm,"4",3
contoursMaze_114,mm0,"4",3
contoursMaze_115,dfs,"40",40
contoursMaze_115,bfs,"30",4
contoursMaze_115,astar,"8",4
contoursMaze_115,ucs,"30",4
contoursMaze_115,mm,"7",4
contoursMaze_115,mm0,"7",4
contoursMaze_116,dfs,"41",41
contoursMaze_116,bfs,"45",5
contoursMaze_116,astar,"11",5
contoursMaze_116,ucs,"45",5
contoursMaze_116,mm,"8",5
contoursMaze_116,mm0,"12",5
contoursMaze_117,dfs,"42",42
contoursMaze_117,bfs,"62",6
contoursMaze_117,astar,"14",6
contoursMaze_117,ucs,"62",6
contoursMaze_117,mm,"11",6
contoursMaze_117,mm0,"17",6
contoursMaze_118,dfs,"43",43
contoursMaze_118,bfs,"80",7
contoursMaze_118,astar,"17",7
contoursMaze_118,ucs,"80",7
contoursMaze_118,mm,"13",7
contoursMaze_118,mm0,"26",7
contoursMaze_119,dfs,"44",44
contoursMaze_119,bfs,"98",8
contoursMaze_119,astar,"20",8
contoursMaze_119,ucs,"98",8
contoursMaze_119,mm,"16",8
contoursMaze_119,mm0,"32",8
contoursMaze_12,dfs,"164",164
contoursMaze_12,bfs,"170",20
contoursMaze_12,astar,"116",20
contoursMaze_12,ucs,"170",20
contoursMaze_12,mm,"100",20
contoursMaze_12,mm0,"139",20
contoursMaze_120,dfs,"45",45
contoursMaze_120,bfs,"116",9
contoursMaze_120,astar,"23",9
